"timestamp","pageUrl","domain","resourceType","isThirdParty","hasAdKeywords","isKnownAdDomain","sizeKB","durationMs","status"
"2025-04-21T17:17:15.325Z","https://edition.cnn.com/","collector.cdp.cnn.com","xhr",true,false,false,0,68,200
"2025-04-21T17:17:15.430Z","https://edition.cnn.com/","logs.browser-intake-datadoghq.com","fetch",true,true,false,0.05,870,202
"2025-04-21T17:17:16.044Z","https://edition.cnn.com/","collector.cdp.cnn.com","xhr",true,false,false,0,67,200
"2025-04-21T17:17:16.947Z","https://edition.cnn.com/","collector.cdp.cnn.com","xhr",true,false,false,0,69,200
"2025-04-21T17:17:16.989Z","https://edition.cnn.com/","live-media-cf.warnermediacdn.com","xhr",true,false,false,15.44,60,200
"2025-04-21T17:17:17.412Z","https://edition.cnn.com/","live-media-cf.warnermediacdn.com","xhr",true,false,false,15.84,69,200
"2025-04-21T17:17:17.426Z","https://edition.cnn.com/","collector.cdp.cnn.com","xhr",true,false,false,0,66,200
"2025-04-21T17:17:17.503Z","https://edition.cnn.com/","live-media-cf.warnermediacdn.com","xhr",true,false,false,371.02,91,200
"2025-04-21T17:17:17.556Z","https://edition.cnn.com/","live-media-cf.warnermediacdn.com","xhr",true,false,false,46.32,47,200
"2025-04-21T17:17:17.648Z","https://edition.cnn.com/","events.bouncex.net","image",true,true,false,0.04,127,200
"2025-04-21T17:17:17.918Z","https://edition.cnn.com/","collector.cdp.cnn.com","xhr",true,false,false,0,60,200
"2025-04-21T17:17:18.278Z","https://edition.cnn.com/","content.api.cnn.com","fetch",true,false,false,243.76,78,200
"2025-04-21T17:17:19.798Z","https://edition.cnn.com/","sb.scorecardresearch.com","image",false,false,true,0.04,58,200
"2025-04-21T17:17:19.830Z","https://edition.cnn.com/","nytimes.com","document",true,false,false,0,95,301
"2025-04-21T17:17:19.938Z","https://edition.cnn.com/","privacyportal-eu.onetrust.com","ping",true,false,false,0,199,201
"2025-04-21T17:17:20.127Z","https://edition.cnn.com/","connect-metrics-collector.s-onetag.com","ping",true,false,false,0,451,200
"2025-04-21T17:17:20.151Z","https://edition.cnn.com/","signal-metrics-collector-beta.s-onetag.com","ping",true,false,false,0,475,200
"2025-04-21T17:17:20.327Z","https://www.nytimes.com/","collector.cdp.cnn.com","xhr",true,false,false,0,50,200
"2025-04-21T17:17:20.334Z","https://www.nytimes.com/","logs.browser-intake-datadoghq.com","ping",true,true,false,0.05,235,202
"2025-04-21T17:17:20.423Z","https://www.nytimes.com/","www.nytimes.com","stylesheet",false,false,false,2,67,200
"2025-04-21T17:17:20.427Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,1.93,82,200
"2025-04-21T17:17:20.435Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,0.96,90,200
"2025-04-21T17:17:20.438Z","https://www.nytimes.com/","www.nytimes.com","stylesheet",false,false,false,1.78,101,200
"2025-04-21T17:17:20.533Z","https://www.nytimes.com/","www.nytimes.com","document",false,false,false,232.96,591,200
"2025-04-21T17:17:20.535Z","https://www.nytimes.com/","static01.nytimes.com","stylesheet",true,false,false,1.7,85,200
"2025-04-21T17:17:20.555Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,1.31,208,200
"2025-04-21T17:17:20.565Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,2.48,218,200
"2025-04-21T17:17:20.565Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,0.09,142,200
"2025-04-21T17:17:20.566Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,6.1,139,200
"2025-04-21T17:17:20.567Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,12.79,141,200
"2025-04-21T17:17:20.567Z","https://www.nytimes.com/","static01.nytimes.com","script",true,true,false,0.36,142,200
"2025-04-21T17:17:20.567Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,2.86,144,200
"2025-04-21T17:17:20.568Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,0.64,141,200
"2025-04-21T17:17:20.568Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,1.64,147,200
"2025-04-21T17:17:20.568Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,0.23,145,200
"2025-04-21T17:17:20.569Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,0.33,140,200
"2025-04-21T17:17:20.569Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,0.99,149,200
"2025-04-21T17:17:20.570Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,3.14,143,200
"2025-04-21T17:17:20.572Z","https://www.nytimes.com/","static01.nytimes.com","script",true,false,false,23.5,148,200
"2025-04-21T17:17:20.729Z","https://www.nytimes.com/","g1.nyt.com","stylesheet",true,true,false,6.21,409,200
"2025-04-21T17:17:20.870Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,1.6,524,200
"2025-04-21T17:17:20.902Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,1.48,553,200
"2025-04-21T17:17:21.064Z","https://www.nytimes.com/","","image",true,false,false,0,3,200
"2025-04-21T17:17:21.068Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,1.28,717,200
"2025-04-21T17:17:21.070Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,1.07,720,200
"2025-04-21T17:17:21.071Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,2.98,717,200
"2025-04-21T17:17:21.073Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,2.05,719,200
"2025-04-21T17:17:21.075Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,0.7,723,200
"2025-04-21T17:17:21.077Z","https://www.nytimes.com/","www.nytimes.com","image",false,true,false,3.61,729,200
"2025-04-21T17:17:21.079Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,6.48,715,200
"2025-04-21T17:17:21.081Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,0.54,718,200
"2025-04-21T17:17:21.084Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,9.06,723,200
"2025-04-21T17:17:21.086Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,0.66,722,200
"2025-04-21T17:17:21.088Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,0.65,722,200
"2025-04-21T17:17:21.090Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,2.66,719,200
"2025-04-21T17:17:21.091Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,1.27,724,200
"2025-04-21T17:17:21.093Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,10.68,721,200
"2025-04-21T17:17:21.095Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,2.32,724,200
"2025-04-21T17:17:21.097Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,3.24,728,200
"2025-04-21T17:17:21.107Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,1.03,736,200
"2025-04-21T17:17:21.108Z","https://www.nytimes.com/","www.nytimes.com","image",false,false,false,3.76,740,200
"2025-04-21T17:17:21.109Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,2.71,757,200
"2025-04-21T17:17:21.111Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,3.74,758,200
"2025-04-21T17:17:21.113Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,3.99,758,200
"2025-04-21T17:17:21.116Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,29.92,766,200
"2025-04-21T17:17:21.119Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,11.54,762,200
"2025-04-21T17:17:21.121Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,9.68,763,200
"2025-04-21T17:17:21.124Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,19.8,257,200
"2025-04-21T17:17:21.265Z","https://www.nytimes.com/","static01.nyt.com","image",true,false,false,36.88,907,200
"2025-04-21T17:17:21.267Z","https://www.nytimes.com/","static01.nyt.com","image",true,true,false,12.65,905,200
"2025-04-21T17:17:21.269Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,19.72,403,200
"2025-04-21T17:17:21.272Z","https://www.nytimes.com/","g1.nyt.com","font",true,true,false,27.61,206,200
"2025-04-21T17:17:21.274Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,25.88,208,200
"2025-04-21T17:17:21.275Z","https://www.nytimes.com/","g1.nyt.com","font",true,true,false,23.62,210,200
"2025-04-21T17:17:21.276Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,19.35,409,200
"2025-04-21T17:17:21.292Z","https://www.nytimes.com/","samizdat-graphql.nytimes.com","xhr",true,false,false,0.16,363,200
"2025-04-21T17:17:21.301Z","https://www.nytimes.com/","www.datadoghq-browser-agent.com","script",true,true,false,0,809,200
"2025-04-21T17:17:21.404Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,22.85,146,200
"2025-04-21T17:17:21.407Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,23.46,148,200
"2025-04-21T17:17:21.409Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,28.19,147,200
"2025-04-21T17:17:21.410Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,26.62,149,200
"2025-04-21T17:17:21.411Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,23.15,151,200
"2025-04-21T17:17:21.413Z","https://www.nytimes.com/","g1.nyt.com","font",true,false,false,28.39,150,200
"2025-04-21T17:17:21.446Z","https://www.nytimes.com/","www.nytimes.com","script",false,true,false,8.49,948,200
"2025-04-21T17:17:21.502Z","https://www.nytimes.com/","static01.nyt.com","document",true,true,false,0.54,591,200
"2025-04-21T17:17:21.560Z","https://www.nytimes.com/","a.et.nytimes.com","ping",true,true,false,0,686,200
"2025-04-21T17:17:21.561Z","https://www.nytimes.com/","als-svc.nytimes.com","xhr",false,false,false,0,686,200
"2025-04-21T17:17:21.561Z","https://www.nytimes.com/","www.nytimes.com","script",false,false,false,1.06,1064,200
"2025-04-21T17:17:21.589Z","https://www.nytimes.com/","www.nytimes.com","script",false,false,false,127.3,1071,200
