"pageUrl","domain","resourceType","isThirdParty","hasAdKeywords","isKnownAdDomain","sizeKB","durationMs","status"
,"static.foxnews.com","image",true,false,,1.06,1361,200
,"static.foxnews.com","image",true,false,,2.77,49,200
,"static.foxnews.com","image",true,false,,1.73,49,200
,"static.foxnews.com","image",true,false,,1.45,53,200
,"static.foxnews.com","image",true,false,,1,56,200
,"static.foxnews.com","image",true,false,,2.81,60,200
,"static.foxnews.com","image",true,false,,1.86,62,200
,"static.foxnews.com","image",true,false,,2.44,64,200
,"static.foxnews.com","image",true,false,,1.67,64,200
,"static.foxnews.com","image",true,false,,2.4,66,200
,"static.foxnews.com","image",true,false,,2.8,67,200
,"static.foxnews.com","image",true,false,,0.83,69,200
,"a57.foxnews.com","image",true,false,,39.2,1387,200
,"a57.foxnews.com","image",true,false,,6.83,1388,200
,"a57.foxnews.com","image",true,false,,41.88,1390,200
,"a57.foxnews.com","image",true,false,,45,1391,200
,"a57.foxnews.com","image",true,false,,4.86,1396,200
,"a57.foxnews.com","image",true,false,,34.08,1398,200
,"a57.foxnews.com","image",true,false,,33.29,1399,200
,"a57.foxnews.com","image",true,false,,5.42,1405,200
,"static.foxnews.com","image",true,false,,2.4,50,200
,"static.foxnews.com","image",true,false,,1.5,51,200
,"static.foxnews.com","image",true,false,,0.68,51,200
,"static.foxnews.com","image",true,false,,0.89,52,200
,"static.foxnews.com","image",true,false,,1.96,51,200
,"static.foxnews.com","image",true,false,,0.34,51,200
,"static.foxnews.com","image",true,false,,3.21,69,200
,"static.foxnews.com","image",true,false,,0.39,71,200
,"static.foxnews.com","image",true,false,,15.67,73,200
,"fonts.gstatic.com","font",true,false,,19.93,232,200
,"fonts.gstatic.com","font",true,false,,39.19,234,200
,"fonts.gstatic.com","font",true,false,,39.62,235,200
,"a57.foxnews.com","media",true,false,,559.87,223,206
,"static.foxnews.com","image",true,false,,0.32,12,200
,"static.foxnews.com","image",true,false,,0.78,11,200
,"static.foxnews.com","image",true,false,,0.78,11,200
,"static.foxnews.com","image",true,false,,0.79,10,200
,"static.foxnews.com","image",true,false,,0.78,12,200
,"static.foxnews.com","image",true,false,,0.78,13,200
,"static.foxnews.com","image",true,false,,0.78,15,200
,"static.foxnews.com","image",true,false,,0.77,15,200
,"static.foxnews.com","script",true,false,,0.69,715,200
,"static.foxnews.com","script",true,false,,0.91,923,200
,"static.foxnews.com","script",true,false,,103.14,1030,200
,"static.foxnews.com","script",true,false,,27.25,720,200
,"static.foxnews.com","image",true,false,,0.26,58,200
,"static.foxnews.com","image",true,false,,0.29,65,200
,"static.foxnews.com","image",true,false,,0.57,76,200
,"static.foxnews.com","image",true,false,,0.81,77,200
,"static.foxnews.com","image",true,false,,0.13,80,200
,"static.foxnews.com","image",true,false,,0.43,82,200
,"static.foxnews.com","image",true,false,,2.51,82,200
,"static.foxnews.com","image",true,false,,1.26,84,200
,"static.foxnews.com","image",true,false,,0.29,87,200
,"static.foxnews.com","image",true,false,,0.25,88,200
,"static.foxnews.com","image",true,false,,1.24,90,200
,"static.foxnews.com","image",true,false,,1.83,91,200
,"static.foxnews.com","script",true,false,,11.93,285,200
,"static.foxnews.com","script",true,false,,16.7,320,200
,"static.foxnews.com","script",true,false,,0.36,395,200
,"static.foxnews.com","script",true,false,,1,425,200
,"static.foxnews.com","script",true,false,,16.16,427,200
,"static.foxnews.com","script",true,false,,26.49,428,200
,"static.foxnews.com","script",true,false,,0.58,426,200
,"static.foxnews.com","script",true,false,,0.78,429,200
,"static.foxnews.com","script",true,false,,0.07,436,200
,"static.foxnews.com","script",true,false,,1.04,452,200
,"static.foxnews.com","script",true,false,,1.62,181,200
,"static.foxnews.com","script",true,false,,1.43,462,200
,"static.foxnews.com","script",true,false,,1.38,76,200
,"static.foxnews.com","script",true,false,,2.54,104,200
,"static.foxnews.com","script",true,false,,0.09,149,200
,"www.foxnews.com","fetch",false,false,,0.04,274,200
,"static.foxnews.com","script",true,false,,0.43,203,200
,"static.foxnews.com","script",true,false,,2.88,223,200
,"www.knotch-cdn.com","script",true,false,,0,873,200
,"static.foxnews.com","script",true,false,,0.71,84,200
,"static.foxnews.com","script",true,false,,0.28,67,200
,"static.foxnews.com","script",true,false,,1.39,63,200
,"static.foxnews.com","script",true,false,,0.79,64,200
,"static.foxnews.com","script",true,false,,0.78,65,200
,"static.foxnews.com","script",true,false,,0.46,83,200
,"static.foxnews.com","script",true,false,,0.68,67,200
,"static.foxnews.com","script",true,false,,0.76,56,200
,"pix.pub","image",true,false,,0.07,530,200
,"static.foxnews.com","script",true,false,,0.43,62,200
,"static.foxnews.com","script",true,false,,3.25,69,200
,"static.foxnews.com","script",true,false,,13.44,75,200
,"static.foxnews.com","script",true,false,,0.46,71,200
,"static.foxnews.com","script",true,false,,0.35,68,200
,"dpm.demdex.net","xhr",true,false,,0.07,1209,200
,"js.appboycdn.com","script",true,false,,0,1186,200
,"www.foxnews.com","xhr",false,false,,0.47,155,200
,"static.foxnews.com","document",true,false,,0.21,232,200
,"static.foxnews.com","document",true,false,,0.39,145,200
,"static.foxnews.com","script",true,false,,1.12,105,200
,"static.foxnews.com","script",true,false,,42.94,127,200
,"static.foxnews.com","script",true,false,,95.97,136,200
,"static.foxnews.com","script",true,false,,0.91,26,200
,"static.foxnews.com","script",true,false,,0.09,17,200
,"static.foxnews.com","script",true,false,,16.7,10,200
,"static.foxnews.com","script",true,false,,1.62,4,200
,"static.foxnews.com","script",true,false,,0.78,10,200
,"static.foxnews.com","script",true,false,,1.38,19,200
,"api.foxnews.com","script",true,false,,0.8,435,200
,"static.foxnews.com","script",true,false,,2.54,16,200
,"static.foxnews.com","script",true,false,,1.57,69,200
,"frontdoor.knotch.it","ping",true,false,,0.17,1197,200
,"configs.knotch.com","fetch",true,false,,2.08,1218,200
,"static.foxnews.com","xhr",true,false,,1.03,69,200
,"prod.pyxis.atp.fox","fetch",true,false,,0.07,1417,200
,"www.foxnews.com","script",false,false,,0.05,74,200
,"frontdoor.knotch.it","ping",true,false,,0.17,142,200
,"frontdoor.knotch.it","image",false,false,,0.17,158,200
,"frontdoor.knotch.it","ping",true,false,,0.17,161,200
,"smetrics.foxnews.com","xhr",true,false,,0.05,661,200
,"dpm.demdex.net","xhr",true,false,,0.07,120,200
,"prod.idgraph.dt.fox","fetch",true,false,,0.13,1754,200
,"smetrics.foxnews.com","image",false,false,,0.04,102,200
,"schedule-tool.foxnews.com","xhr",true,false,,2.56,1109,200
,"prod.fennec.atp.fox","script",true,false,,0,671,200
,"use.fontawesome.com","stylesheet",true,false,,0,1679,200
,"sdk.iad-05.braze.com","xhr",true,false,,0,1657,201
,"prod.fennec.atp.fox","xhr",true,false,,0.94,58,200
,"idms.foxbusiness.com","script",true,false,,0.29,1449,200
,"pub-admin-elections.foxnews.com","fetch",true,false,,28.63,1826,200
,"use.fontawesome.com","stylesheet",true,false,,0,65,200
,"prod.pyxis.atp.fox","fetch",true,false,,0.07,226,200
,"static.foxnews.com","other",true,false,,5.2,69,200
,"a57.foxnews.com","image",true,false,,56.23,81,200
,"a57.foxnews.com","image",true,false,,1.49,82,200
,"static.foxnews.com","script",true,false,,95.97,2,200
,"static.foxnews.com","document",false,false,,1.32,111,200
,"prod.fennec.atp.fox","script",true,false,,0,47,200
,"static.foxnews.com","script",true,false,,0.91,1,200
,"static.foxnews.com","script",true,false,,0.34,175,200
,"static.foxnews.com","script",true,false,,0.14,178,200
,"static.foxnews.com","script",true,false,,0.33,179,200
,"static.foxnews.com","script",true,false,,16.7,1,200
,"static.foxnews.com","script",true,false,,1.62,0,200
,"a57.foxnews.com","image",true,false,,6.66,178,200
,"a57.foxnews.com","image",true,false,,6.28,177,200
,"a57.foxnews.com","image",true,false,,47.75,179,200
,"static.foxnews.com","script",true,false,,1.38,2,200
,"static.foxnews.com","script",true,false,,0.09,1,200
,"static.foxnews.com","script",true,false,,65.06,193,200
,"static.foxnews.com","script",true,false,,1.57,196,200
,"prod.fennec.atp.fox","xhr",true,false,,0.94,43,200
,"static.foxnews.com","script",true,false,,0.07,32,200
,"static.foxnews.com","script",true,false,,0.69,34,200
,"static.foxnews.com","script",true,false,,27.25,36,200
,"static.foxnews.com","script",true,false,,0.78,1,200
,"static.foxnews.com","script",true,false,,2.54,1,200
,"static.foxnews.com","script",true,false,,0.79,13,200
,"a57.foxnews.com","image",true,false,,6.97,51,200
,"a57.foxnews.com","image",true,false,,52.75,53,200
,"a57.foxnews.com","image",true,false,,7.98,55,200
,"static.foxnews.com","script",true,false,,0.46,15,200
,"static.foxnews.com","script",true,false,,0.46,3,200
,"static.foxnews.com","script",true,false,,0.68,13,200
,"static.foxnews.com","script",true,false,,1.57,193,200
,"prod.pyxis.atp.fox","fetch",true,false,,0.07,223,200
,"static.foxnews.com","script",true,false,,0.22,99,200
,"static.foxnews.com","script",true,false,,18.32,101,200
,"static.foxnews.com","script",true,false,,15.83,149,200
,"a57.foxnews.com","image",true,false,,49.78,80,200
,"a57.foxnews.com","image",true,false,,62.61,82,200
,"a57.foxnews.com","image",true,false,,4.67,82,200
,"static.foxnews.com","script",true,false,,117.8,171,200
,"static.foxnews.com","script",true,false,,11.93,27,200
,"static.foxnews.com","script",true,false,,33.33,107,200
,"static.foxnews.com","script",true,false,,16.16,8,200
,"static.foxnews.com","script",true,false,,0.47,70,200
,"static.foxnews.com","script",true,false,,26.49,72,200
,"dpm.demdex.net","xhr",true,false,,0.07,88,200
,"a57.foxnews.com","image",true,false,,10.8,55,200
,"a57.foxnews.com","image",true,false,,44,57,200
,"a57.foxnews.com","image",true,false,,8.54,57,200
,"a57.foxnews.com","image",true,false,,8.3,66,200
,"a57.foxnews.com","image",true,false,,43.99,67,200
,"a57.foxnews.com","image",true,false,,7.48,67,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,0,545,200
,"api.foxnews.com","script",true,false,,0.8,9,200
,"foxnewsplayer-a.akamaihd.net","xhr",true,false,,8.5,80,200
,"a57.foxnews.com","image",true,false,,38.32,84,200
,"a57.foxnews.com","image",true,false,,5.96,85,200
,"a57.foxnews.com","image",true,false,,13.54,87,200
,"static.foxnews.com","other",true,false,,8.49,75,200
,"c.amazon-adsystem.com","script",true,false,,0,34,200
,"foxnewsplayer-a.akamaihd.net","stylesheet",true,false,,0.65,86,200
,"foxnewsplayer-a.akamaihd.net","stylesheet",true,false,,1.22,89,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,1.69,121,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,1.1,122,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,2.75,123,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,13.73,124,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,2.22,124,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,0.77,125,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,0,129,200
,"c.amazon-adsystem.com","xhr",true,false,,0,74,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,0,160,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,0,174,200
,"foxnewsplayer-a.akamaihd.net","stylesheet",true,false,,0.54,39,200
,"foxnewsplayer-a.akamaihd.net","stylesheet",true,false,,5.05,59,200
,"foxnewsplayer-a.akamaihd.net","script",true,false,,17.54,69,200
,"foxnewsplayer-a.akamaihd.net","stylesheet",true,false,,3.77,14,200
,"foxnewsplayer-a.akamaihd.net","font",true,false,,14.31,52,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.18,44,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.57,46,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.13,48,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.24,50,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.29,52,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.41,26,200
,"api.foxnews.com","xhr",true,false,,0.8,79,200
,"a57.foxnews.com","image",true,false,,5.3,56,200
,"a57.foxnews.com","image",true,false,,54.46,61,200
,"sync.springserve.com","script",true,false,,0.05,403,200
,"amp.akamaized.net","xhr",false,false,,0,333,200
,"amp.akamaized.net","xhr",false,false,,0,204,200
,"a57.foxnews.com","image",true,false,,6.86,65,200
,"a57.foxnews.com","image",true,false,,42.29,65,200
,"a57.foxnews.com","image",true,false,,73.26,66,200
,"cf-images.us-east-1.prod.boltdns.net","image",true,false,,0,507,200
,"247preview.foxnews.com","xhr",true,false,,0.26,565,200
,"247preview.foxnews.com","xhr",true,false,,0.21,67,200
,"a57.foxnews.com","image",true,false,,9.86,66,200
,"a57.foxnews.com","image",true,false,,43.1,67,200
,"a57.foxnews.com","image",true,false,,7.06,68,200
,"tv.springserve.com","script",true,false,,6.45,611,200
,"ib.adnxs.com","image",true,false,,0,198,307
,"a57.foxnews.com","image",true,false,,53.91,58,200
,"a57.foxnews.com","image",true,false,,66.55,76,200
,"247preview.foxnews.com","xhr",true,false,,489.64,444,200
,"ib.adnxs.com","image",true,false,,0,112,302
,"247preview.foxnews.com","xhr",true,false,,0.21,37,200
,"a57.foxnews.com","image",true,false,,10.23,262,200
,"247preview.foxnews.com","xhr",true,false,,655.98,173,200
,"a57.foxnews.com","image",true,false,,4.14,60,200
,"a57.foxnews.com","image",true,false,,7.91,60,200
,"foxnewsplayer-a.akamaihd.net","image",true,false,,0.13,39,200
,"rtb.gumgum.com","document",true,false,,0,635,200
,"ssum.casalemedia.com","document",true,false,,0,671,302
,"247preview.foxnews.com","xhr",true,false,,665.53,160,200
,"ssum.casalemedia.com","document",true,false,,0,136,200
,"247preview.foxnews.com","xhr",true,false,,663.51,114,200
,"a57.foxnews.com","image",true,false,,3.85,63,200
,"a57.foxnews.com","image",true,false,,8.89,67,200
,"pixel.rubiconproject.com","image",true,false,,0,853,204
,"ads.pubmatic.com","document",true,false,,6.54,881,200
,"a57.foxnews.com","image",true,false,,36.38,100,200
,"247preview.foxnews.com","xhr",true,false,,666.26,100,200
,"a57.foxnews.com","image",true,false,,6.77,71,200
,"a57.foxnews.com","image",true,false,,6.93,72,200
,"a57.foxnews.com","image",true,false,,9.51,73,200
,"images.foxweather.com","image",true,false,,9.64,686,200
,"image8.pubmatic.com","image",true,false,,0,1216,200
,"rtb.openx.net","image",true,false,,0.04,1266,200
,"sync.bfmio.com","image",true,false,,0.04,1369,200
,"sync.1rx.io","image",true,false,,0,1409,302
,"bh.contextweb.com","image",true,false,,0,1420,302
,"a57.foxnews.com","image",true,false,,55.13,87,200
,"a57.foxnews.com","image",true,false,,8.95,99,200
,"a57.foxnews.com","image",true,false,,38.31,100,200
,"sync.1rx.io","image",true,false,,0,77,302
,"eb2.3lift.com","image",true,false,,0,1511,302
,"eb2.3lift.com","image",true,false,,0.04,54,200
,"ads.yieldmo.com","image",true,false,,0,1657,204
,"vid-io-iad.springserve.com","image",true,false,,0.04,1373,200
,"vid-io-iad.springserve.com","image",true,false,,0.04,261,200
,"vid-io-iad.springserve.com","image",true,false,,0.04,196,200
,"sync.go.sonobi.com","image",true,false,,0.05,1738,200
,"pbs.publishers.tremorhub.com","image",true,false,,0,1748,302
,"vid-io-iad.springserve.com","image",true,false,,0.04,966,200
,"a57.foxnews.com","image",true,false,,15.6,46,200
,"a57.foxnews.com","image",true,false,,44.86,47,200
,"ssbsync.smartadserver.com","image",true,false,,0,1847,200
,"a57.foxnews.com","image",true,false,,12.03,76,200
,"ups.analytics.yahoo.com","image",true,false,,0,1865,204
,"pbs.publishers.tremorhub.com","image",true,false,,0,155,302
,"ih.adscale.de","image",true,false,,0,1925,200
,"vid-io-iad.springserve.com","image",true,false,,0.04,163,200
,"a57.foxnews.com","image",true,false,,9.39,57,200
,"a57.foxnews.com","image",true,false,,30.69,58,200
,"sync.richaudience.com","image",true,false,,0,2352,204
,"cs.media.net","image",true,false,,0.15,2356,302
,"sync.sxp.smartclip.net","image",true,false,,0,2473,302
,"vid-io-iad.springserve.com","image",true,false,,0.04,147,200
,"sync.sxp.smartclip.net","image",true,false,,0.04,57,200
,"sync.teads.tv","image",true,false,,0.02,2719,200
,"ads.stickyadstv.com","image",true,false,,0,2932,302
,"sync.springserve.com","image",true,false,,0.04,116,200
,"match.adsrvr.org","image",true,false,,0.07,3124,200
,"y.one.impact-ad.jp","image",true,false,,0,3404,302
,"a57.foxnews.com","image",true,false,,13.01,108,200
,"a57.foxnews.com","image",true,false,,11.65,141,200
,"a57.foxnews.com","image",true,false,,1.7,151,200
,"a57.foxnews.com","image",true,false,,1.21,149,200
,"a57.foxnews.com","image",true,false,,3.05,150,200
,"a57.foxnews.com","image",true,false,,59.35,172,200
,"a57.foxnews.com","image",true,false,,2.6,171,200
,"a57.foxnews.com","image",true,false,,4.9,172,200
,"a57.foxnews.com","image",true,false,,8.24,174,200
,"a57.foxnews.com","image",true,false,,6.21,174,200
,"a57.foxnews.com","image",true,false,,2.88,175,200
,"a57.foxnews.com","image",true,false,,2.67,176,200
,"a57.foxnews.com","image",true,false,,12.63,178,200
,"a57.foxnews.com","image",true,false,,2.84,182,200
,"a57.foxnews.com","image",true,false,,2.4,183,200
,"a57.foxnews.com","image",true,false,,12.5,184,200
,"y.one.impact-ad.jp","image",true,false,,0.01,408,200
,"a57.foxnews.com","image",true,false,,3.84,57,200
,"a57.foxnews.com","image",true,false,,6.57,63,200
,"a57.foxnews.com","image",true,false,,7.45,63,200
,"a57.foxnews.com","image",true,false,,12.91,158,200
,"a57.foxnews.com","image",true,false,,1.28,57,200
,"a57.foxnews.com","image",true,false,,2.53,57,200
,"a57.foxnews.com","image",true,false,,1.04,58,200
,"a57.foxnews.com","image",true,false,,2.04,60,200
,"a57.foxnews.com","image",true,false,,2.57,74,200
,"a57.foxnews.com","image",true,false,,13.09,73,200
,"a57.foxnews.com","image",true,false,,1.15,74,200
,"a57.foxnews.com","image",true,false,,8.84,74,200
,"a57.foxnews.com","image",true,false,,12.96,60,200
,"a57.foxnews.com","image",true,false,,1.96,61,200
,"a57.foxnews.com","image",true,false,,1.47,61,200
,"a57.foxnews.com","image",true,false,,12.42,63,200
,"a57.foxnews.com","image",true,false,,6.17,75,200
,"a57.foxnews.com","image",true,false,,15.35,75,200
,"a57.foxnews.com","image",true,false,,5.52,77,200
,"a57.foxnews.com","image",true,false,,66.99,90,200
,"a57.foxnews.com","image",true,false,,2.32,48,200
,"a57.foxnews.com","image",true,false,,0.67,57,200
,"a57.foxnews.com","image",true,false,,2.69,58,200
,"a57.foxnews.com","image",true,false,,1.88,58,200
,"a57.foxnews.com","image",true,false,,2.75,70,200
,"a57.foxnews.com","image",true,false,,1.89,69,200
,"a57.foxnews.com","image",true,false,,2.58,73,200
,"a57.foxnews.com","image",true,false,,1.71,74,200
,"a57.foxnews.com","image",true,false,,2.01,71,200
,"a57.foxnews.com","image",true,false,,1.61,72,200
,"a57.foxnews.com","image",true,false,,1.47,72,200
,"a57.foxnews.com","image",true,false,,12.82,73,200
,"a57.foxnews.com","image",true,false,,5.9,62,200
,"a57.foxnews.com","image",true,false,,6.3,64,200
,"a57.foxnews.com","image",true,false,,6.07,65,200
,"a57.foxnews.com","image",true,false,,9.33,66,200
,"a57.foxnews.com","image",true,false,,2.04,80,200
,"a57.foxnews.com","image",true,false,,1.72,80,200
,"a57.foxnews.com","image",true,false,,1.68,81,200
,"a57.foxnews.com","image",true,false,,2.25,82,200
,"a57.foxnews.com","image",true,false,,11.32,51,200
,"a57.foxnews.com","image",true,false,,2.21,53,200
,"a57.foxnews.com","image",true,false,,2.24,55,200
,"a57.foxnews.com","image",true,false,,1.94,55,200
,"a57.foxnews.com","image",true,false,,12.6,52,200
,"a57.foxnews.com","image",true,false,,2.35,55,200
,"a57.foxnews.com","image",true,false,,1.91,57,200
,"a57.foxnews.com","image",true,false,,5.48,71,200
,"a57.foxnews.com","image",true,false,,8.18,77,200
,"a57.foxnews.com","image",true,false,,10.92,79,200
,"a57.foxnews.com","image",true,false,,5.77,79,200
,"a57.foxnews.com","image",true,false,,2.4,55,200
,"a57.foxnews.com","image",true,false,,1.47,57,200
,"a57.foxnews.com","image",true,false,,1.99,60,200
,"a57.foxnews.com","image",true,false,,2.64,62,200
,"a57.foxnews.com","image",true,false,,2.72,72,200
,"a57.foxnews.com","image",true,false,,1.24,74,200
,"a57.foxnews.com","image",true,false,,1.55,77,200
,"a57.foxnews.com","image",true,false,,0.64,78,200
,"a57.foxnews.com","image",true,false,,2.19,59,200
,"a57.foxnews.com","image",true,false,,1.1,59,200
,"a57.foxnews.com","image",true,false,,2.49,61,200
,"a57.foxnews.com","image",true,false,,2.16,60,200
,"a57.foxnews.com","image",true,false,,7.53,63,200
,"a57.foxnews.com","image",true,false,,6.85,65,200
,"a57.foxnews.com","image",true,false,,59.5,70,200
,"a57.foxnews.com","image",true,false,,9.94,53,200
,"a57.foxnews.com","image",true,false,,1.49,76,200
,"a57.foxnews.com","image",true,false,,12.3,78,200
,"a57.foxnews.com","image",true,false,,12.12,79,200
,"a57.foxnews.com","image",true,false,,2.23,83,200
,"a57.foxnews.com","image",true,false,,2.76,59,200
,"a57.foxnews.com","image",true,false,,1.61,63,200
,"a57.foxnews.com","image",true,false,,3.39,65,200
,"a57.foxnews.com","image",true,false,,11.26,84,200
,"a57.foxnews.com","image",true,false,,9.45,87,200
,"a57.foxnews.com","image",true,false,,9.27,88,200
,"images.foxweather.com","image",true,false,,10.14,92,200
,"a57.foxnews.com","image",true,false,,2.01,59,200
,"a57.foxnews.com","image",true,false,,1.9,64,200
,"a57.foxnews.com","image",true,false,,3,65,200
,"images.foxweather.com","image",true,false,,12.63,68,200
,"a57.foxnews.com","image",true,false,,3.56,71,200
,"a57.foxnews.com","image",true,false,,3.41,74,200
,"a57.foxnews.com","image",true,false,,2.37,76,200
,"images.foxweather.com","image",true,false,,1.34,77,200
,"images.foxweather.com","image",true,false,,2.06,64,200
,"a57.foxnews.com","image",true,false,,2.04,86,200
,"a57.foxnews.com","image",true,false,,2.19,87,200
,"a57.foxnews.com","image",true,false,,2.83,87,200
,"a57.foxnews.com","image",true,false,,5.56,52,200
,"a57.foxnews.com","image",true,false,,4.4,61,200
,"a57.foxnews.com","image",true,false,,12.32,63,200
,"a57.foxnews.com","image",true,false,,5.61,64,200
,"a57.foxnews.com","image",true,false,,14.11,77,200
,"a57.foxnews.com","image",true,false,,1.76,84,200
,"a57.foxnews.com","image",true,false,,6.43,83,200
,"a57.foxnews.com","image",true,false,,4.13,64,200
,"a57.foxnews.com","image",true,false,,1.62,65,200
,"a57.foxnews.com","image",true,false,,1.74,54,200
,"a57.foxnews.com","image",true,false,,2.98,56,200
,"a57.foxnews.com","image",true,false,,2.32,58,200
,"247preview.foxnews.com","xhr",true,false,,0.22,61,200
,"247preview.foxnews.com","xhr",true,false,,463.21,84,200
,"nbcnews.com","document",true,false,,0.06,1184,301
,"www.nbcnews.com","document",false,false,,0,654,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,1.3,449,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,8.94,456,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,1.44,457,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,6.97,469,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,4.37,472,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,8.2,472,200
,"media-cldnry.s-nbcnews.com","image",true,false,,9.43,454,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,11.58,499,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,8.49,501,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,18.52,515,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,6.36,517,200
,"media-cldnry.s-nbcnews.com","image",true,false,,60.34,492,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,4.84,567,200
,"nodeassets.nbcnews.com","stylesheet",true,false,,103.11,591,200
,"media-cldnry.s-nbcnews.com","image",true,false,,85.73,613,200
,"media-cldnry.s-nbcnews.com","image",true,false,,72.63,616,200
,"media-cldnry.s-nbcnews.com","image",true,false,,32.16,810,200
,"nodeassets.nbcnews.com","script",true,false,,38.84,605,200
,"","image",true,false,,0,1,200
,"media-cldnry.s-nbcnews.com","image",true,false,,44.33,116,200
,"nodeassets.nbcnews.com","font",true,false,,11.26,121,200
,"nodeassets.nbcnews.com","font",true,false,,13.49,124,200
,"nodeassets.nbcnews.com","font",true,false,,14.32,124,200
,"media-cldnry.s-nbcnews.com","image",true,false,,23.65,124,200
,"mps.nbcuni.com","script",true,false,,65.24,863,200
,"media-cldnry.s-nbcnews.com","image",true,false,,46.91,132,200
,"nodeassets.nbcnews.com","font",true,false,,15.06,85,200
,"media-cldnry.s-nbcnews.com","image",true,false,,307.21,231,200
,"media-cldnry.s-nbcnews.com","image",true,false,,78.99,235,200
,"media-cldnry.s-nbcnews.com","image",true,false,,69.17,256,200
,"media-cldnry.s-nbcnews.com","image",true,false,,2.36,148,200
,"nodeassets.nbcnews.com","script",true,false,,9.01,1137,200
,"www.nbcnews.com","script",false,false,,8.35,1119,200
,"nodeassets.nbcnews.com","script",true,false,,31.24,1149,200
,"nodeassets.nbcnews.com","script",true,false,,42.61,1151,200
,"nodeassets.nbcnews.com","script",true,false,,3.64,1250,200
,"nodeassets.nbcnews.com","script",true,false,,4.26,1252,200
,"nodeassets.nbcnews.com","script",true,false,,244.46,1256,200
,"nodeassets.nbcnews.com","script",true,false,,62,1320,200
,"nodeassets.nbcnews.com","script",true,false,,2.95,1337,200
,"nodeassets.nbcnews.com","script",true,false,,7.59,1347,200
,"nodeassets.nbcnews.com","script",true,false,,9.1,1351,200
,"nodeassets.nbcnews.com","script",true,false,,3.12,1353,200
,"nodeassets.nbcnews.com","script",true,false,,4.6,1359,200
,"nodeassets.nbcnews.com","script",true,false,,8.87,1358,200
,"nodeassets.nbcnews.com","script",true,false,,2.93,1364,200
,"nodeassets.nbcnews.com","script",true,false,,3.61,1360,200
,"nodeassets.nbcnews.com","script",true,false,,4.74,1371,200
,"nodeassets.nbcnews.com","script",true,false,,6.61,1371,200
,"nodeassets.nbcnews.com","script",true,false,,5.42,1367,200
,"nodeassets.nbcnews.com","script",true,false,,8.89,1373,200
,"nodeassets.nbcnews.com","script",true,false,,2.99,1375,200
,"nodeassets.nbcnews.com","script",true,false,,45.4,1378,200
,"nodeassets.nbcnews.com","script",true,false,,3.13,1377,200
,"nodeassets.nbcnews.com","script",true,false,,11.24,1374,200
,"nodeassets.nbcnews.com","script",true,false,,3.12,1381,200
,"nodeassets.nbcnews.com","script",true,false,,3.88,1381,200
,"nodeassets.nbcnews.com","script",true,false,,31,1377,200
,"nodeassets.nbcnews.com","script",true,false,,9.9,1376,200
,"nodeassets.nbcnews.com","script",true,false,,6.71,1384,200
,"nodeassets.nbcnews.com","script",true,false,,63.68,1380,200
,"nodeassets.nbcnews.com","script",true,false,,5.86,1382,200
,"nodeassets.nbcnews.com","script",true,false,,2.74,1382,200
,"nodeassets.nbcnews.com","script",true,false,,0.05,1383,200
,"nodeassets.nbcnews.com","script",true,false,,11.62,1386,200
,"nodeassets.nbcnews.com","script",true,false,,167.73,1389,200
,"","image",true,false,,0,2,200
,"","image",true,false,,0,0,200
,"assets.adobedtm.com","script",true,false,,228.92,1680,200
,"nbcuni.demdex.net","document",false,false,,0,475,200
,"dpm.demdex.net","xhr",true,false,,0.54,511,200
,"www.nbcnews.com","fetch",false,false,,11.18,125,200
,"www.nbcnews.com","xhr",false,false,,0,84,200
,"assets.adobedtm.com","script",true,false,,1.94,686,200
,"media-cldnry.s-nbcnews.com","image",true,false,,19.35,97,200
,"nodeassets.nbcnews.com","script",true,false,,8.95,304,200
,"aamt.nbcnews.com","xhr",true,false,,0.05,702,200
